,b,c,l,u,w,x
0,5402.214500005357,956.1799999937648,940.0404999832972,819.0065000162576,508.347999988473,31299.749500009057
1,11732.402999987244,0.0,415.55600000720005,0.0,1016.6990000070655,33006.24449990573
2,6205.098999969778,3598.7964999803808,3957.8700000129174,2731.375500006834,8145.709500000521,20237.177500021062
