,b,c,l,u,w,x
0,5152.085999996416,10776.214999995318,1214.3929999992906,3756.142500000351,14056.282999995346,
1,5285.227500001383,7206.170999994356,0.0,322.76199999887467,4526.733999998214,7480.009499996413
2,8920.332500004406,7915.733000004366,121.03549999937968,1343.494499999906,5079.462500000773,7568.7635000040245
