,b,c,l,u,w,x
0,4720.376000004762,3324.439000010898,1690.46250001702,4696.177500023623,6725.532500036934,2428.7795000054757
1,5281.175999982224,6257.530000002589,1625.9084999983315,1650.1155000005383,4716.343999993114,5737.074500008021
2,3550.380499982566,4300.799999975425,1391.9114999880549,12073.454999990645,6161.605499983125,1432.2539999848232
