,b,c,l,u,w,x
0,5777.435499985586,3497.9325000022072,4974.566000033519,5890.398499963339,4579.184499991243,5801.642500009621
1,5281.1935000136145,6537.5110000313725,6515.758500019729,7504.219999995257,4320.976500006509,4208.01300000312
2,5942.858500035072,5757.266999986314,5620.091999990109,3328.4844999943743,4486.392500002694,11982.542000012472
